numero_pedido,cliente,direccion,latitud,longitud,peso_kg
SC256369,Luis Pérez,"Av. La Plata 2112, San Isidro",-34.67105971998619,-58.50466110350669,67
SC675956,María Rodríguez,"Av. Corrientes 8837, Lomas de Zamora",-34.67950387137728,-58.47880350229509,63
SC817131,Sofía Rodríguez,"Av. Santa Fe 7512, San Martín",-34.65116204322954,-58.40396843261125,87
SC287914,Carlos Gómez,"Av. Santa Fe 6104, Avellaneda",-34.611049977211124,-58.43166626686877,54
SC327075,Laura Fernández,"Av. Libertador 5602, Lomas de Zamora",-34.6028860634995,-58.40585982611634,84
SC579209,Luis Díaz,"Av. Rivadavia 7547, Lomas de Zamora",-34.54542551829975,-58.39883473011467,86
SC408605,Diego Sánchez,"Av. Juan B. Justo 6319, La Matanza",-34.594474056070474,-58.38486406278747,64
SC356771,Laura López,"Av. Belgrano 194, Vicente López",-34.50365136930595,-58.36786744782501,63
SC957181,Laura Gómez,"Av. Belgrano 5511, Morón",-34.64971261344611,-58.37237810736657,70
SC298596,Pedro García,"Av. Libertador 2350, San Martín",-34.56308183882949,-58.51073975755726,85
SC609549,Diego Torres,"Av. Cabildo 9829, Lomas de Zamora",-34.66787214897501,-58.518414248809115,89
SC497776,Valentina Gómez,"Av. Cabildo 6335, Berazategui",-34.509938792036216,-58.40704081237762,52
SC939983,Juan Pérez,"Av. San Martín 4912, Vicente López",-34.52547247395973,-58.43920618479549,100
SC467557,Pedro Díaz,"Av. Rivadavia 8107, Morón",-34.61033964431758,-58.36644847949258,79
SC587450,Ana Martínez,"Av. Juan B. Justo 4651, Quilmes",-34.61666351223772,-58.54972203334452,58
SC910985,Carlos Torres,"Av. Libertador 3460, Avellaneda",-34.63314063059247,-58.512018057703486,92
SC122624,Juan López,"Av. Juan B. Justo 6254, Morón",-34.502634440928546,-58.38616500765267,93
SC641464,Ana López,"Av. Santa Fe 8995, San Isidro",-34.59066748269921,-58.40204958593065,99
SC491463,Valentina Martínez,"Av. Belgrano 4569, La Matanza",-34.66351952724021,-58.54594354892273,59
SC313075,Valentina Fernández,"Av. Cabildo 3469, Berazategui",-34.613928681124406,-58.44075446326637,50
SC113459,Sofía Fernández,"Av. Belgrano 2989, Morón",-34.554042787765624,-58.45733659402758,78
SC899698,Sofía Sánchez,"Av. Cabildo 840, Quilmes",-34.67492288681285,-58.45411471207544,56
SC209614,Diego Díaz,"Av. Libertador 2329, Tigre",-34.682337099007796,-58.47269138769765,64
SC588598,Luis Gómez,"Av. Juan B. Justo 1402, Avellaneda",-34.58865336335625,-58.49680641503326,76
SC792312,Diego Sánchez,"Av. Santa Fe 6415, San Martín",-34.558663337000496,-58.424805808910136,71
SC420133,Diego Díaz,"Av. Juan B. Justo 9524, Avellaneda",-34.58721349136666,-58.474375550305204,99
SC437961,Carlos Sánchez,"Av. Independencia 3223, San Martín",-34.68454220284934,-58.54270606820784,58
SC295775,Valentina Torres,"Av. Cabildo 4082, San Isidro",-34.644629825543205,-58.42208351820472,67
SC218930,Sofía López,"Av. San Martín 3465, Vicente López",-34.58939037026213,-58.53742153903128,70
SC957323,Carlos Sánchez,"Av. Cabildo 9276, San Isidro",-34.69888636209118,-58.383547459662275,69
SC192588,Luis García,"Av. Corrientes 3871, La Matanza",-34.55835095258582,-58.4434196240267,52
SC160820,Valentina García,"Av. Santa Fe 9792, Tigre",-34.520475436154456,-58.36149209175609,89
SC717061,María Sánchez,"Av. Juan B. Justo 7556, San Martín",-34.62279018507312,-58.40140250701206,76
SC282994,Sofía Gómez,"Av. Libertador 5591, Lomas de Zamora",-34.679952683309736,-58.53712504669804,86
SC516572,Sofía López,"Av. Rivadavia 8467, San Martín",-34.50994477795541,-58.424973461708774,64
SC725012,Carlos Díaz,"Av. Libertador 8283, La Matanza",-34.66442918664612,-58.48652421165551,77
SC285890,Ana Gómez,"Av. Corrientes 5816, La Matanza",-34.58623136682967,-58.36194408990463,90
SC613538,Ana Fernández,"Av. Juan B. Justo 8081, Quilmes",-34.59823808527319,-58.51631809813398,99
SC361422,Pedro Pérez,"Av. Rivadavia 157, Morón",-34.69200389738715,-58.40297854592747,51
SC838041,Juan Torres,"Av. La Plata 3253, Tigre",-34.633936410726726,-58.405984045701935,64
SC889299,María Pérez,"Av. La Plata 4048, San Martín",-34.66776100300647,-58.5482577096588,67
SC516154,Pedro Martínez,"Av. Juan B. Justo 6201, San Martín",-34.51829530778131,-58.52463736541961,76
SC322376,Sofía Rodríguez,"Av. Libertador 1443, Avellaneda",-34.57018928711533,-58.35110443516912,80
SC893745,Diego Fernández,"Av. Cabildo 4950, Morón",-34.598441116019465,-58.4422062014784,67
SC209578,Juan Gómez,"Av. Juan B. Justo 4391, Tigre",-34.611060502770115,-58.53257834822486,97
SC278582,Laura Pérez,"Av. La Plata 6420, Berazategui",-34.546863730541766,-58.5276560421904,60
SC736342,Carlos Sánchez,"Av. San Martín 7027, Morón",-34.53486419999926,-58.52955526722095,90
SC743986,Carlos Fernández,"Av. Santa Fe 2789, Quilmes",-34.50806886761312,-58.383621196770676,53
SC339123,María Rodríguez,"Av. Juan B. Justo 3013, Avellaneda",-34.55060978008944,-58.483916309598975,79
SC594376,María Martínez,"Av. Cabildo 5101, Vicente López",-34.62542318278488,-58.534897282412636,78
SC347365,Juan Díaz,"Av. Belgrano 1860, San Isidro",-34.672412516196054,-58.37381959223646,70
SC774596,Sofía Díaz,"Av. Santa Fe 4678, Tigre",-34.520871840723366,-58.53493917511281,99
SC118360,Juan Rodríguez,"Av. Santa Fe 9748, Lomas de Zamora",-34.504389286550726,-58.43721670918204,61
SC982131,Sofía Díaz,"Av. Libertador 1086, Lomas de Zamora",-34.54752644042586,-58.43571688701776,60
SC569668,Laura Sánchez,"Av. Juan B. Justo 5546, Morón",-34.62149966860294,-58.4927106591026,90
SC132766,Pedro Martínez,"Av. Corrientes 277, Berazategui",-34.559672262720476,-58.37114054266808,77
SC418452,Sofía López,"Av. Juan B. Justo 9463, Lomas de Zamora",-34.6510874542723,-58.40848552401609,65
SC973749,Juan Fernández,"Av. Juan B. Justo 604, Avellaneda",-34.68712822451028,-58.519320759697614,72
SC261417,Valentina Díaz,"Av. Rivadavia 9398, San Isidro",-34.5707502589713,-58.35729015934904,60
SC145054,Juan Fernández,"Av. Santa Fe 5095, Quilmes",-34.672736511375945,-58.48323269279264,67
SC930154,Juan Sánchez,"Av. Independencia 2696, Vicente López",-34.69132648800497,-58.50692470353832,98
SC508512,Ana Pérez,"Av. Corrientes 6727, Vicente López",-34.607177961717305,-58.501192328819265,83
SC567561,Carlos Sánchez,"Av. Cabildo 7148, San Isidro",-34.56986488617497,-58.497530713018634,51
SC427215,María Pérez,"Av. Independencia 2351, San Isidro",-34.53661938175866,-58.38768467045872,52
SC128804,Laura Sánchez,"Av. Santa Fe 4814, Tigre",-34.61532483673916,-58.37353574093852,76
SC161165,Valentina López,"Av. La Plata 7128, San Martín",-34.618695827068734,-58.538024612038335,64
SC709093,Laura Díaz,"Av. Corrientes 3569, Vicente López",-34.623361802544274,-58.39671798672659,57
SC102892,María Gómez,"Av. Corrientes 7785, Tigre",-34.62467908470119,-58.44493349875064,66
SC767591,Carlos Gómez,"Av. Libertador 1638, La Matanza",-34.586212898590006,-58.3681894745905,81
SC870641,Ana Rodríguez,"Av. Juan B. Justo 4152, San Isidro",-34.53381451925533,-58.41014600863139,54
SC510919,Sofía Torres,"Av. Cabildo 4176, La Matanza",-34.59734518236057,-58.41074629948848,89
SC623148,Carlos Sánchez,"Av. Belgrano 985, La Matanza",-34.601959133113596,-58.35979210415123,81
SC880706,Luis Sánchez,"Av. Cabildo 5004, Berazategui",-34.55963217302053,-58.53792794541549,80
SC597617,Diego Torres,"Av. Santa Fe 554, Morón",-34.621315472100655,-58.37674568704117,62
SC956402,Ana Gómez,"Av. Santa Fe 637, Avellaneda",-34.59297855049324,-58.40819711563051,66
SC156520,Carlos García,"Av. Juan B. Justo 1707, Lomas de Zamora",-34.512506325152266,-58.511122157077224,87
SC825805,Pedro Sánchez,"Av. Juan B. Justo 9528, San Isidro",-34.514614991058686,-58.398658358210206,92
SC308120,Luis Díaz,"Av. Libertador 4662, Tigre",-34.53198149233335,-58.364206394938044,92
SC449702,María Sánchez,"Av. Juan B. Justo 6819, Lomas de Zamora",-34.698643673585096,-58.46218478269059,85
SC597596,Diego Fernández,"Av. Santa Fe 6781, Morón",-34.53636847291783,-58.42456532955526,60
SC321000,Pedro Díaz,"Av. San Martín 2402, Tigre",-34.502396716597936,-58.44884408458432,66
SC592026,Diego López,"Av. La Plata 8762, San Isidro",-34.662469172680154,-58.443778011268165,90
SC644747,Valentina Fernández,"Av. Juan B. Justo 1334, Berazategui",-34.54450381053377,-58.438610268481405,68
SC174150,Pedro Pérez,"Av. Libertador 1485, Morón",-34.62123663817907,-58.44660258045471,53
SC516778,Diego Pérez,"Av. Rivadavia 1672, Vicente López",-34.63167365902357,-58.377371266778525,55
SC618130,Valentina Pérez,"Av. Santa Fe 7610, Avellaneda",-34.68258997611591,-58.46931127855981,66
SC844120,Luis García,"Av. Libertador 7045, La Matanza",-34.66002324406898,-58.399757528473174,76
SC191441,Luis Sánchez,"Av. Independencia 869, Avellaneda",-34.65723919826628,-58.41012302896376,84
SC349335,María López,"Av. Cabildo 5165, Lomas de Zamora",-34.52657499577509,-58.528852600028706,56
SC645635,Valentina García,"Av. Rivadavia 3057, Quilmes",-34.67961213177679,-58.353535498253265,80
SC656264,Sofía Díaz,"Av. Corrientes 1777, San Isidro",-34.652959742261494,-58.43005711670001,61
SC309040,Sofía López,"Av. Cabildo 8199, Avellaneda",-34.56828823042584,-58.49881718859149,55
SC283013,Diego Rodríguez,"Av. Belgrano 7937, Quilmes",-34.5646409630771,-58.3923705832662,69
SC512089,Luis López,"Av. Rivadavia 1334, San Isidro",-34.5168497044545,-58.54467724664774,77
SC701255,Valentina Pérez,"Av. Santa Fe 6933, San Martín",-34.69609818784241,-58.418168016853805,69
SC197117,Juan Gómez,"Av. La Plata 1703, San Martín",-34.53769780460155,-58.52766280717003,89
SC782353,María Martínez,"Av. La Plata 7936, Morón",-34.62654737548837,-58.45422615954023,80
SC281416,María Sánchez,"Av. San Martín 7520, Tigre",-34.59483831313522,-58.53272234754292,96
SC304267,Juan Torres,"Av. Juan B. Justo 6476, Avellaneda",-34.54421607714402,-58.50627351222749,93
SC253866,Diego Sánchez,"Av. Libertador 9615, Vicente López",-34.5531645995721,-58.387512289476916,85
SC710965,Luis Díaz,"Av. Libertador 7751, Quilmes",-34.50700114679491,-58.42890323705164,92
SC604494,Sofía Sánchez,"Av. La Plata 4615, Vicente López",-34.69303670253249,-58.515404402018156,73
SC638377,Pedro Díaz,"Av. Corrientes 1127, Avellaneda",-34.51642123864651,-58.51507660999458,80
SC733603,Carlos Rodríguez,"Av. La Plata 7043, La Matanza",-34.54751570695311,-58.360836414864046,55
SC171555,María Sánchez,"Av. La Plata 4368, Quilmes",-34.513430544784754,-58.50919327362311,50
SC187244,Valentina Pérez,"Av. San Martín 668, San Isidro",-34.61268002316042,-58.5332997495603,75
SC520257,Laura Pérez,"Av. San Martín 8501, Lomas de Zamora",-34.56003676106905,-58.46939216973987,80
SC507465,Juan Torres,"Av. Santa Fe 3201, Quilmes",-34.531880006772134,-58.51488916811894,56
SC172993,María García,"Av. Corrientes 8691, Quilmes",-34.62853252844772,-58.48601847982803,60
SC967245,Luis Sánchez,"Av. Rivadavia 6493, San Isidro",-34.532462523614505,-58.503972869372156,96
SC861118,Valentina Fernández,"Av. Santa Fe 3458, Tigre",-34.55952719930927,-58.4758296100302,89
SC927904,Juan García,"Av. San Martín 1276, Lomas de Zamora",-34.660929250962596,-58.490497717087,98
SC304325,Diego Torres,"Av. Corrientes 2080, Quilmes",-34.6589447859847,-58.4799941630071,53
SC962162,Valentina Rodríguez,"Av. Belgrano 9234, Berazategui",-34.60107350506348,-58.543192355433774,80
SC603847,Luis Torres,"Av. Cabildo 6965, Quilmes",-34.52443665321382,-58.4837134931785,66
SC359487,Sofía Sánchez,"Av. Santa Fe 4605, Berazategui",-34.560299438166744,-58.48523333002527,96
SC894225,Carlos Rodríguez,"Av. Independencia 4881, San Martín",-34.56771619616976,-58.457879592269386,89
SC969473,Carlos Martínez,"Av. Juan B. Justo 1986, San Isidro",-34.51559715301497,-58.53204456026322,70
SC579568,María García,"Av. Juan B. Justo 982, La Matanza",-34.58736271246858,-58.35066142159963,78
SC670087,María Gómez,"Av. Belgrano 2441, Avellaneda",-34.56244761350493,-58.47319278642037,100
SC341903,Sofía García,"Av. San Martín 5190, La Matanza",-34.641279861958964,-58.5161169780638,51
SC283285,Luis Pérez,"Av. Cabildo 8731, Lomas de Zamora",-34.60430027041593,-58.49434957113905,70
SC367953,Luis Gómez,"Av. La Plata 9597, Vicente López",-34.58884958132327,-58.438680147607656,72
SC564339,Sofía García,"Av. Libertador 3168, Quilmes",-34.55189318849143,-58.52203114807588,66
SC252864,Sofía Gómez,"Av. Corrientes 8918, Berazategui",-34.5053388263578,-58.366318859731074,60
SC320015,Pedro Díaz,"Av. Santa Fe 2153, La Matanza",-34.64504082158243,-58.531844754581115,92
SC188264,Juan Torres,"Av. La Plata 5287, Vicente López",-34.54935053582833,-58.442929126301806,97
SC169814,María Sánchez,"Av. Santa Fe 2878, Vicente López",-34.5437825558221,-58.359611465705605,73
SC246393,Luis Martínez,"Av. Corrientes 926, San Martín",-34.613751399365256,-58.35453587713953,67
SC434184,María Pérez,"Av. Cabildo 494, Morón",-34.68132124957717,-58.50973632735775,62
SC801229,Juan Sánchez,"Av. Independencia 8390, Morón",-34.50189409084605,-58.45832807742273,95
SC828773,Pedro López,"Av. Independencia 6363, Berazategui",-34.600984319162905,-58.53484883173672,71
SC118964,Juan Díaz,"Av. Rivadavia 4668, Vicente López",-34.50184753318866,-58.37527135561225,92
SC382729,Laura Pérez,"Av. Belgrano 4823, Tigre",-34.671514143608576,-58.35457728313135,62
SC885106,Juan Díaz,"Av. La Plata 6758, San Isidro",-34.508247349702025,-58.51799580300249,56
SC145367,Laura López,"Av. La Plata 4995, Berazategui",-34.5302833490536,-58.51805425651153,78
SC807534,Sofía Gómez,"Av. Cabildo 6745, San Isidro",-34.58543852702631,-58.43193165573946,82
SC297644,Ana López,"Av. San Martín 4013, La Matanza",-34.666639899442394,-58.394876800007786,87
SC447558,Laura Díaz,"Av. La Plata 6573, Vicente López",-34.61751854823934,-58.378461971407226,85
SC693648,Ana Torres,"Av. Cabildo 3516, San Isidro",-34.50493816067927,-58.542033773155936,80
SC894929,Sofía Fernández,"Av. Belgrano 7001, Morón",-34.66471627091523,-58.497819627865134,87
SC168220,Sofía Pérez,"Av. Corrientes 2912, Tigre",-34.58900852767181,-58.513203088001056,60
SC677697,Luis Díaz,"Av. Juan B. Justo 9225, Tigre",-34.664635836427856,-58.51767816624307,92
SC490911,María Fernández,"Av. Juan B. Justo 3032, San Isidro",-34.62756573522565,-58.38776492168794,79
SC596274,Juan Sánchez,"Av. Belgrano 5320, La Matanza",-34.65933427555139,-58.47460537656282,82
SC897661,María García,"Av. Juan B. Justo 1475, Vicente López",-34.544703347114954,-58.44362675365706,95
SC858298,Luis López,"Av. Juan B. Justo 3930, Lomas de Zamora",-34.69995512569796,-58.37827249290084,83
SC447423,Ana Pérez,"Av. Corrientes 9992, Tigre",-34.693477530430364,-58.43004856213908,50
SC243806,Diego Pérez,"Av. Libertador 8433, Quilmes",-34.6972464467985,-58.404880275769344,59
SC470126,Luis López,"Av. Santa Fe 9059, Avellaneda",-34.568718200538655,-58.36063401261539,64
SC289543,Valentina Gómez,"Av. La Plata 5856, San Isidro",-34.53506256947891,-58.505041684481625,72
SC875601,Laura Martínez,"Av. San Martín 8766, Tigre",-34.51144696210818,-58.482483134930845,82
SC545653,Carlos Sánchez,"Av. Santa Fe 1310, San Isidro",-34.657207769063206,-58.499725280428535,65
SC564106,Sofía Sánchez,"Av. Cabildo 3505, Lomas de Zamora",-34.52449742750495,-58.434558946189775,58
SC114183,Carlos Sánchez,"Av. Cabildo 5256, Morón",-34.658187837851315,-58.393496480052335,98
SC921178,Pedro García,"Av. Santa Fe 7176, San Isidro",-34.6857798593939,-58.39008297452714,81
SC872063,Luis Rodríguez,"Av. Libertador 9814, Avellaneda",-34.52818630783624,-58.35432392766476,99
SC179070,Valentina Díaz,"Av. Cabildo 7709, Avellaneda",-34.594382747201195,-58.53414442661433,98
SC108002,Juan García,"Av. Libertador 9557, San Martín",-34.68886217857769,-58.354471838459986,74
SC505089,Juan Pérez,"Av. La Plata 2830, La Matanza",-34.691238023667346,-58.37741813649337,73
SC504967,Carlos Rodríguez,"Av. Corrientes 8276, La Matanza",-34.62477063560115,-58.504281527854076,77
SC103051,Juan García,"Av. Santa Fe 7024, Berazategui",-34.64800094752775,-58.422686057364864,68
SC137715,Pedro Sánchez,"Av. Independencia 213, Lomas de Zamora",-34.573887709265854,-58.506901811587966,92
SC240253,Sofía García,"Av. Independencia 6969, Tigre",-34.667850541608104,-58.42653844092857,72
SC193953,Laura Martínez,"Av. Cabildo 1840, Berazategui",-34.669298963896644,-58.4531547609955,81
SC935775,Pedro López,"Av. La Plata 657, Vicente López",-34.696390442600034,-58.411963608109666,72
SC341673,Sofía López,"Av. Belgrano 7760, San Martín",-34.592585888145535,-58.36896312949503,73
SC243505,Diego Díaz,"Av. San Martín 3558, Lomas de Zamora",-34.60681615102153,-58.52538844819117,84
SC692316,Ana Torres,"Av. Rivadavia 610, Morón",-34.58728517135202,-58.48040307914021,58
SC213954,María Díaz,"Av. Corrientes 8094, Tigre",-34.63330981708688,-58.526905361358025,62
SC443062,Pedro Rodríguez,"Av. Santa Fe 6962, San Isidro",-34.52792243056693,-58.35219878951174,71
SC155617,Laura Gómez,"Av. Santa Fe 6215, Quilmes",-34.68710857302167,-58.369826177894375,83
SC366484,Carlos Díaz,"Av. Libertador 4952, Avellaneda",-34.6083943745652,-58.383402591972136,99
SC889628,Valentina Fernández,"Av. Independencia 9481, Morón",-34.54003172206811,-58.39855482608979,82
SC372240,Ana Martínez,"Av. Juan B. Justo 7262, Morón",-34.50323947536959,-58.385483637957485,87
SC629357,Laura Martínez,"Av. La Plata 6599, Morón",-34.53630539721133,-58.5376851577662,71
SC633213,Carlos Díaz,"Av. Corrientes 8347, Vicente López",-34.591312012085446,-58.44837537494636,89
SC342495,Laura Torres,"Av. Rivadavia 1032, Tigre",-34.66508194488585,-58.373786982103425,85
SC307504,Ana García,"Av. Libertador 1352, Berazategui",-34.647904449881985,-58.372337374801866,80
SC672937,Sofía Martínez,"Av. Independencia 3875, Quilmes",-34.69894467407186,-58.40007955980416,61
SC835781,Carlos Pérez,"Av. Rivadavia 8992, La Matanza",-34.62447382996305,-58.429175326695685,63
SC384540,Juan Díaz,"Av. Cabildo 2718, San Martín",-34.56669571264625,-58.500130912714894,70
SC259362,Valentina Rodríguez,"Av. San Martín 4205, Quilmes",-34.6046061200207,-58.429576443980196,96
SC657842,Pedro Torres,"Av. Belgrano 7404, Morón",-34.510475103721596,-58.45990322955532,67
SC720527,Carlos Sánchez,"Av. La Plata 2011, La Matanza",-34.66905114890965,-58.533402150572556,99
SC561761,Valentina Fernández,"Av. Juan B. Justo 3718, Vicente López",-34.53324498465909,-58.38501796552228,91
SC178793,Diego Pérez,"Av. Independencia 551, La Matanza",-34.66106329323499,-58.36397088710329,54
SC787701,Pedro Sánchez,"Av. Rivadavia 5704, San Martín",-34.560766953270665,-58.49758773337454,71
SC946561,Juan Gómez,"Av. Cabildo 2162, Quilmes",-34.67695192814657,-58.43311740007506,63
SC851081,Luis López,"Av. La Plata 3209, Lomas de Zamora",-34.68827044219104,-58.38315688037084,85
SC213732,Luis Gómez,"Av. Santa Fe 8220, Morón",-34.52358743630557,-58.394376528426854,92
SC712321,Carlos Sánchez,"Av. Independencia 6671, Quilmes",-34.52969931694241,-58.35925020563408,54
SC510263,Luis Torres,"Av. Juan B. Justo 6237, San Martín",-34.53067137007179,-58.53482907512074,91
SC599124,Juan Sánchez,"Av. Juan B. Justo 7505, La Matanza",-34.53981851818554,-58.52273011126467,87
SC567547,Diego Pérez,"Av. Santa Fe 9861, Berazategui",-34.54163796618099,-58.37264340625159,71
SC683519,Laura Gómez,"Av. Cabildo 5789, La Matanza",-34.604275287449354,-58.48863575131617,56
SC360607,Valentina Sánchez,"Av. Cabildo 1591, Tigre",-34.51069736559161,-58.45476379223062,95
SC855699,Laura Martínez,"Av. Corrientes 9144, Vicente López",-34.6649639144807,-58.43990396125249,71
SC433306,Juan López,"Av. Rivadavia 4413, Lomas de Zamora",-34.55263855649318,-58.439616910375776,84
SC614610,Pedro Gómez,"Av. Independencia 435, San Martín",-34.63320851683131,-58.50510311223171,91
SC962068,Ana Sánchez,"Av. San Martín 8329, Avellaneda",-34.6672624073784,-58.3687682903135,71
SC111248,Valentina Pérez,"Av. La Plata 7217, La Matanza",-34.6083163211099,-58.54432586763773,63
SC597817,Diego García,"Av. Independencia 5911, Morón",-34.641660111815334,-58.47560216945348,59
SC569638,Luis Rodríguez,"Av. San Martín 9775, San Martín",-34.52732056243703,-58.396343914575326,67
SC432523,Ana Díaz,"Av. La Plata 664, La Matanza",-34.65748804957181,-58.45467329605384,84
SC624191,Luis Torres,"Av. Independencia 514, Vicente López",-34.56088307201302,-58.43171899544909,56
SC332714,Sofía López,"Av. Libertador 7883, Lomas de Zamora",-34.54044662116018,-58.462100562271246,55
SC411002,Carlos Sánchez,"Av. La Plata 5821, San Isidro",-34.56125444921513,-58.407643126356625,52
SC973323,Valentina Martínez,"Av. La Plata 1852, Morón",-34.63068634311436,-58.469367803448655,85
SC824432,María Sánchez,"Av. Cabildo 1372, Tigre",-34.53802231041286,-58.42936021574301,90
SC191005,Carlos Rodríguez,"Av. Libertador 5072, La Matanza",-34.68528826883263,-58.54735209154307,67
SC753755,Carlos Gómez,"Av. Belgrano 3340, Vicente López",-34.69673506921501,-58.47378748441899,66
SC753111,Diego Martínez,"Av. San Martín 8229, Vicente López",-34.54072807512662,-58.37321380440341,79
SC846480,Sofía Rodríguez,"Av. Libertador 7684, San Isidro",-34.67228144363587,-58.43429019851596,83
SC163504,Ana Sánchez,"Av. Libertador 1933, Avellaneda",-34.51371791217189,-58.51708770043595,66
SC994227,Laura Pérez,"Av. Belgrano 8219, La Matanza",-34.65345679239992,-58.43019896376065,91
SC561627,Laura García,"Av. Cabildo 8394, Vicente López",-34.529175635626615,-58.47018954137894,78
SC328647,Pedro Torres,"Av. Libertador 8534, Morón",-34.52025009219185,-58.52597622117736,53
SC217260,Pedro Fernández,"Av. Independencia 9186, Vicente López",-34.5835324327811,-58.41333127516656,71
SC433956,Valentina Martínez,"Av. Santa Fe 2758, Quilmes",-34.531396877484866,-58.428193336771294,53
SC702709,Sofía Pérez,"Av. Libertador 588, Vicente López",-34.65159995783904,-58.4043472635725,58
SC480706,Valentina Pérez,"Av. Cabildo 9248, Tigre",-34.587443355408524,-58.43795366811148,50
SC890281,María Torres,"Av. Belgrano 3929, Quilmes",-34.6547313844498,-58.47995372206596,93
SC531930,María López,"Av. Santa Fe 3416, Berazategui",-34.51323555169962,-58.5275275183778,74
SC301654,María Gómez,"Av. La Plata 303, Berazategui",-34.50165611129427,-58.46714749549463,99
SC614905,Luis Fernández,"Av. Cabildo 9426, San Martín",-34.598637796249236,-58.519134351348974,96
SC220656,María Sánchez,"Av. Rivadavia 8688, Tigre",-34.63717248234709,-58.51238776968274,57
SC399934,Juan López,"Av. Libertador 6655, Vicente López",-34.621966597030934,-58.490522434752904,54
SC472980,Valentina Martínez,"Av. Juan B. Justo 5308, Lomas de Zamora",-34.59006208373645,-58.47935340285939,76
SC165342,Sofía Díaz,"Av. San Martín 6709, San Martín",-34.578683155299906,-58.45797880331456,70
SC991800,María Martínez,"Av. Cabildo 1201, Vicente López",-34.56170747879702,-58.484847457430504,62
SC840539,Diego Martínez,"Av. Libertador 4518, Quilmes",-34.521369524981246,-58.46240711415047,64
SC457316,Sofía Díaz,"Av. Libertador 1856, San Isidro",-34.66410946456591,-58.475147865532286,59
SC328439,Valentina Rodríguez,"Av. Belgrano 6432, Morón",-34.51080085479992,-58.51238295574099,59
SC373440,Luis García,"Av. Belgrano 249, Tigre",-34.626523065544305,-58.545031421037336,69
SC844877,Luis García,"Av. Libertador 6119, Berazategui",-34.53148127815911,-58.37530556970042,87
SC710414,Diego Torres,"Av. Cabildo 1220, San Martín",-34.5853125939627,-58.36751470956181,91
SC434290,Sofía López,"Av. Santa Fe 433, Lomas de Zamora",-34.572120653488135,-58.502440556642995,97
SC443152,Laura Rodríguez,"Av. La Plata 2077, Morón",-34.69433994681738,-58.39558599309325,78
SC535139,Luis Fernández,"Av. San Martín 8480, San Martín",-34.60241378361693,-58.525836766199795,79
SC500763,Ana Martínez,"Av. Santa Fe 8782, Morón",-34.50688331267863,-58.48366423924014,74
SC745113,Juan Pérez,"Av. Libertador 2930, Morón",-34.64337911358927,-58.51041046207499,69
SC291526,Carlos García,"Av. Cabildo 3556, Quilmes",-34.66133973776207,-58.46680091829218,58
SC658029,Diego Sánchez,"Av. Corrientes 4149, Berazategui",-34.68633160330808,-58.4662387452181,72
SC518524,Valentina Martínez,"Av. Santa Fe 5567, La Matanza",-34.52415599027708,-58.53116098439356,95
SC928152,Juan Martínez,"Av. Santa Fe 2043, Vicente López",-34.63017622898881,-58.530798434430814,69
SC392008,Juan Fernández,"Av. San Martín 6725, San Martín",-34.5089845665095,-58.471150304581215,91
SC940490,Diego Rodríguez,"Av. La Plata 6425, San Martín",-34.50000511682628,-58.52142281017377,50
SC476735,Valentina Martínez,"Av. Santa Fe 5347, Berazategui",-34.66657895877312,-58.536465393114476,61
SC666525,Ana Rodríguez,"Av. La Plata 8346, San Martín",-34.69573608921305,-58.4813089150449,91
SC949174,María Fernández,"Av. Independencia 5638, La Matanza",-34.581083878039706,-58.35986239104915,94
SC980819,Valentina Fernández,"Av. Corrientes 833, Lomas de Zamora",-34.53447616642507,-58.357794849142756,63
SC762964,Luis Sánchez,"Av. Rivadavia 6442, Vicente López",-34.65339598541107,-58.49025754786362,65
SC471973,Valentina Martínez,"Av. Corrientes 1657, Quilmes",-34.64970150816703,-58.44334770664239,74
SC594933,Sofía López,"Av. Cabildo 3128, San Isidro",-34.53637454775962,-58.4974029064061,63
SC561833,Luis Martínez,"Av. San Martín 2972, Morón",-34.634213876920064,-58.370755834122264,54
SC387001,Valentina Rodríguez,"Av. Independencia 5362, Morón",-34.581907941335366,-58.44786778779512,98
SC515628,Diego Rodríguez,"Av. Independencia 3110, Morón",-34.685599685497394,-58.39679064403066,64
SC193821,Juan Pérez,"Av. Libertador 2421, Avellaneda",-34.567719241553796,-58.49394925816845,100
SC639025,Carlos Gómez,"Av. Juan B. Justo 7570, Morón",-34.57082192492818,-58.522243366732425,86
SC726409,Diego Rodríguez,"Av. San Martín 5458, Morón",-34.67104568751305,-58.52962443213012,99
SC446102,Luis Rodríguez,"Av. Independencia 1931, Vicente López",-34.68936251585621,-58.501676368894,89
SC630596,Juan Torres,"Av. Belgrano 4175, San Martín",-34.5377216575573,-58.4037645470041,59
SC923635,Carlos Sánchez,"Av. Cabildo 3356, Avellaneda",-34.65699068692995,-58.402184252291086,93
SC525273,Luis García,"Av. San Martín 4863, Lomas de Zamora",-34.53185717999838,-58.51499491124804,94
SC186377,María López,"Av. La Plata 850, Vicente López",-34.508771301906314,-58.51535023810834,97
SC174974,Sofía Torres,"Av. Libertador 7923, Tigre",-34.52429459661269,-58.46463406099758,60
SC653937,Juan Martínez,"Av. Corrientes 8179, San Isidro",-34.50687114628384,-58.49761304300526,51
